,0,1,2,3
1971-04-19,38.64580733374815,46.35463065359689,55.20583314367016,76.64628496953222
1971-04-20,38.395675916929434,45.90228652685397,54.48571350291013,75.14278171806573
1971-04-21,38.20451345739197,45.557042796717454,53.93738013859152,74.00445485343187
1971-04-22,38.26701997871925,45.66650656327349,54.10833285218934,74.35248520344867
1971-04-23,38.30148293683148,45.725926060074045,54.200410691271756,74.53857986736482
1971-04-24,38.30778956456985,45.734945968776316,54.21286936101696,74.56057385380788
1971-04-25,38.31409723074199,45.74396765674825,54.22533089454954,74.58257432998339
1971-04-26,38.348605444610364,45.80357452380565,54.317809054998435,74.76979284281467
1971-04-27,38.354909324957426,45.81267249408778,54.330458407792065,74.79232620504126
1971-04-28,38.38945716795853,45.872135554305984,54.42255835876939,74.97853071685633
1971-04-29,38.17046520514692,45.47726395986172,53.796062003952635,73.67998315977695
1971-04-30,38.148825385923736,45.436254451773216,53.72953826678611,73.5395302003361
1971-05-01,38.15518003957706,45.445273237074666,53.741918141219635,73.56116895524985
